title,price,provence,year,fuel,kilometers,change,power 
Skoda Octavia 1.4 TSI 110KW 150CV Ambition,17.999 €,"El Palmar (Murcia)
Hace 10 horas",2017,Gasolina,52.000 Km,,150 CV
Mercedes Clase B B 200 CDI,4.990 €,"Las Rozas (Madrid)
Hace 10 horas",2007,Diesel,269.000 Km,,140 CV
Mercedes SLK SLK 350 2LOOK EDITION,16.500 €,"Cerdanyola (Barcelona)
Hace 10 horas",2009,Gasolina,130.000 Km,,305 CV
Mercedes Clase GLA GLA 200 d,33.254 €,"Madrid
Hace 10 horas",2018,Diesel,10.000 Km,,136 CV
Volkswagen Passat Advance 2.0 TDI 150CV BMT,17.500 €,"Parla (Madrid)
Hace 10 horas",2016,Diesel,95.000 Km,,150 CV
Renault Kadjar Zen Energy dCi 96kW 130CV XTRONIC,20.900 €,"Malaga (Málaga)
Hace 10 horas",2018,Diesel,19.990 Km,,130 CV
Peugeot 508 Active 2.0 HDI 150cv,12.500 €,"Montijo (Badajoz)
Hace 10 horas",2015,Diesel,149.000 Km,,150 CV
Renault Scenic Luxe Privilege 1.9dCi EU4,1.770 €,"Madrid
Hace 10 horas",2006,Diesel,243.942 Km,,130 CV
Fiat Doblo Cargo Cargo Base 1.3 Multijet 55kW 75CV E5,7.500 €,"Aldeaseca De Armuña (Salamanca)
Hace 10 horas",2016,Diesel,35.000 Km,,75 CV
Mercedes Clase C C 200 CDI ELEGANCE,7.950 €,"Sevilla
Hace 10 horas",2006,Diesel,114.500 Km,,122 CV
Renault Koleos Zen dCi 96 kW 130CV,24.300 €,"Plasencia (Cáceres)
Hace 10 horas",2017,Diesel,51.305 Km,,130 CV
Mercedes Clase CLA CLA 220 CDI Aut. AMG Line,24.990 €,"Malaga (Málaga)
Hace 10 horas",2014,Diesel,81.000 Km,,177 CV
Audi TT Coupe 2.0 TDI 170cv quattro,14.990 €,"Arroyomolinos (Madrid)
Hace 10 horas",2011,Diesel,172.000 Km,,170 CV
Volkswagen Touran Business 1.6 TDI BMT,16.000 €,"Ogijares (Granada)
Hace 10 horas",2017,Diesel,66.000 Km,,115 CV
Mini Countryman COOPER D COUNTRYMAN,10.990 €,"Ponteareas (Pontevedra)
Hace 10 horas",2015,Diesel,128.950 Km,,112 CV
Ford Fiesta 1.25 Duratec 60kW 82CV Trend 5p,7.900 €,"Alicante
Hace 10 horas",2016,Gasolina,39.500 Km,,82 CV
Opel Zafira 1.6 CDTi SS 120 CV Expression,12.500 €,"Pinto (Madrid)
Hace 10 horas",2016,Diesel,89.600 Km,,120 CV
Jeep Grand Cherokee 2.5TD LAREDO 96,4.490 €,"Lugo
Hace 10 horas",1996,Diesel,150.000 Km,,115 CV
Land Rover Range Rover Evoque 2.2L TD4 150CV 4x4 Dynamic Auto,26.500 €,"Noain (Navarra)
Hace 10 horas",2015,Diesel,109.000 Km,,150 CV
Renault Clio Collection dCi 75 eco2,3.900 €,"Utrera (Sevilla)
Hace 10 horas",2013,Diesel,190.000 Km,,75 CV
Volkswagen Caddy Trendline 2.0 TDI 75kW 102CV BMT,17.700 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,6.564 Km,,102 CV
Citroen C3 1.4 HDi Exclusive,3.990 €,"Riba-Roja De Turia (Valencia)
Hace 10 horas",2005,Diesel,60.000 Km,,70 CV
Audi A4 Avant 3.0 TDI 218CV S tronic sport edit,41.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2016,Diesel,6.593 Km,,218 CV
Volkswagen Golf Advance 1.4 TSI 92kW 125CV DSG,20.300 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Gasolina,12.690 Km,,125 CV
Mercedes Clase M ML 320 CDI,14.490 €,"Parets Del Valles (Barcelona)
Hace 10 horas",2009,Diesel,122.000 Km,,224 CV
Citroen C3 PureTech 60KW 82CV SHINE,13.400 €,"Cordoba
Hace 10 horas",2018,Gasolina,29.288 Km,,82 CV
Seat Leon ST 1.6 TDI 110cv StSp Style,11.950 €,"Móstoles (Madrid)
Hace 10 horas",2015,Diesel,85.000 Km,,110 CV
Mercedes Clase B B 180 CDI,15.800 €,"El Puerto De Santa María (Cádiz)
Hace 10 horas",2014,Diesel,78.500 Km,,109 CV
Volkswagen Arteon RLine 2.0 TDI 110kW 150CV DSG,33.500 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,15.407 Km,,150 CV
Mini Cooper One,5.900 €,"Cubas (Madrid)
Hace 10 horas",2008,Gasolina,160.000 Km,,95 CV
Opel Insignia 2.0 CDTI ecoFLEX StartStop 140 Business,6.500 €,"Astorga (Leon)
Hace 10 horas",2013,Diesel,203.000 Km,,140 CV
Land Rover Range Rover Evoque 2.2L TD4 150CV 4x4 Pure Tech Auto.,19.990 €,"Montmelo (Barcelona)
Hace 10 horas",2013,Diesel,139.000 Km,,150 CV
Audi A6 S line 2.0 TDI 140kW190CV ultra S tron,31.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,29.343 Km,,190 CV
BMW Serie 4 440i Gran Coupe,41.990 €,"Parla (Madrid)
Hace 10 horas",2016,Gasolina,40.000 Km,,326 CV
Audi A3 Cabrio 2.0 TDI 140cv S tronic Ambition,15.500 €,"La Nucia (Alicante)
Hace 10 horas",2011,Diesel,98.000 Km,,140 CV
BMW X1 sDrive18dA,31.500 €,"Valdemorillo (Madrid)
Hace 10 horas",2019,Diesel,6.393 Km,,150 CV
Opel Zafira 2.0 CDTi 130 CV Selective,11.900 €,"Moncada (Barcelona)
Hace 10 horas",2015,Diesel,58.000 Km,,130 CV
Nissan Qashqai 1.5 dCi ACENTA,19.000 €,"Pinto (Madrid)
Hace 10 horas",2017,Diesel,11.500 Km,,110 CV
Renault Megane Dynamique Energy Tce 115 SS eco2,7.900 €,"Ripollet (Barcelona)
Hace 10 horas",2013,Gasolina,89.000 Km,,115 CV
Volkswagen Sharan 2.0 TDI 140cv Advance BlueMotion Tech,13.850 €,"Mataro (Barcelona)
Hace 10 horas",2012,Diesel,200.000 Km,,140 CV
Nissan Juke 1.5 dCi TEKNA PREMIUM 4X2,9.750 €,"Barcelona
Hace 10 horas",2013,Diesel,79.000 Km,,110 CV
Seat Leon 1.6 TDI 105cv StSp Style,9.899 €,"San Fernando (Cádiz)
Hace 10 horas",2015,Diesel,131.723 Km,,105 CV
Ford Focus 1.5 TDCi E6 88kW 120CV Trend,11.900 €,"Alicante
Hace 10 horas",2017,Diesel,53.300 Km,,120 CV
Maserati Levante Diesel,64.900 €,"Mataro (Barcelona)
Hace 10 horas",2016,Diesel,45.000 Km,,275 CV
Audi A4 S line ed 2.0 TDI 110kW 150CV Avant,31.600 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,27.590 Km,,150 CV
Audi A4 2.0 FSI,3.250 €,"Arroyomolinos (Madrid)
Hace 10 horas",2002,Gasolina,143.000 Km,,150 CV
Renault Safrane SAFRANE 2.1 DT RN,2.100 €,"Hellin (Albacete)
Hace 10 horas",1993,Diesel,230.000 Km,,90 CV
Toyota Verso 1.6 130 Advance 7pl.,19.500 €,"Alicante
Hace 10 horas",2018,Gasolina,24.855 Km,,132 CV
Audi Q5 2.0 TDI 177cv quattro S tronic Ambiente,22.990 €,"Humanes De Madrid (Madrid)
Hace 10 horas",2014,Diesel,107.240 Km,,177 CV
Opel Astra 1.6 CDTi 110 CV Business,8.990 €,"Aizoain (Navarra)
Hace 10 horas",2016,Diesel,61.000 Km,,110 CV
Jeep Wrangler 3.6 Rubicon Auto,34.000 €,"Leon (León)
Hace 10 horas",2011,Gasolina,67.000 Km,,284 CV
Ford Ecosport 1.0L EcoBoost 92kW 125CV S S Trend,14.500 €,"Mislata (Valencia)
Hace 10 horas",2018,Gasolina,17.000 Km,,125 CV
Audi A7 Sportback 3.0 Bi TDI quat tipt S line ed,27.990 €,"Humanes De Madrid (Madrid)
Hace 10 horas",2014,Diesel,195.000 Km,,313 CV
Suzuki Swift 1.3 GL 3p,3.350 €,"San Vicente Del Raspeig (Alicante)
Hace 10 horas",2007,Gasolina,98.000 Km,,92 CV
Audi Q3 Sport edition 2.0 TDI 150CV,23.000 €,"Dos Hermanas (Sevilla)
Hace 10 horas",2016,Diesel,39.000 Km,,150 CV
Volkswagen Polo Sport 1.0 TSI 70kW 95CV DSG,16.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Gasolina,4.320 Km,,95 CV
Audi A1 Sportback S line 30 TFSI 85kW S tronic,27.300 €,"Igualada (Barcelona)
Hace 10 horas",2019,Gasolina,152 Km,,116 CV
Mini Cooper Cooper,15.300 €,"(Barcelona)
Hace 10 horas",2017,Gasolina,19.766 Km,,136 CV
Lancia Voyager 2.8 CRD PLATINUM,17.950 €,"Dos Hermanas (Sevilla)
Hace 10 horas",2014,Diesel,159.961 Km,,177 CV
Audi Q3 Design edition 2.0 TDI 110kW 150CV,27.850 €,"Zaragoza
Hace 10 horas",2018,Diesel,20.000 Km,,150 CV
Volvo XC 70 D5 Summum,2.890 €,"Madrid
Hace 10 horas",2007,Diesel,312.210 Km,,185 CV
Mercedes Clase GLC GLC 250 d 4MATIC,37.900 €,"Granada
Hace 10 horas",2016,Diesel,38.000 Km,,204 CV
Volkswagen Golf Advance 1.4 TSI 122cv BMT DSG,14.500 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2013,Gasolina,77.000 Km,,122 CV
Volvo XC 90 2.0 D5 AWD RDesign Auto,42.000 €,"Alicante
Hace 10 horas",2016,Diesel,71.200 Km,,235 CV
Ford Ecosport 1.5 TDCi 90cv Titanium,12.900 €,"Oliva (Valencia)
Hace 10 horas",2015,Diesel,55.243 Km,,91 CV
BMW Serie 2 218d,24.900 €,"Sant Boi De Llobregat (Barcelona)
Hace 10 horas",2016,Diesel,19.000 Km,,150 CV
Renault Megane EMOTION 1.6 16v,1.390 €,"Madrid
Hace 10 horas",2006,Gasolina,223.941 Km,,110 CV
Audi A3 Sportback 2.0 TDI clean d 150CV Advanced,16.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2015,Diesel,92.371 Km,,150 CV
Volkswagen Golf 2.0 TSI 230cv DSG GTI Performance BMT,21.900 €,"Begonte (Lugo)
Hace 10 horas",2013,Gasolina,102.500 Km,,230 CV
Volkswagen Golf Edition 1.6 TDI 85kW 115CV,15.990 €,"Lobios (Ourense)
Hace 10 horas",2017,Diesel,27.000 Km,,115 CV
Audi A4 3.0 TDI quattro DPF Cabrio,7.999 €,"Laredo (Cantabria)
Hace 10 horas",2007,Diesel,160.000 Km,,233 CV
Mercedes SLK SLK 250 BlueEfficiency,28.990 €,"Las Palmas De Gran Canaria (Las Palmas)
Hace 10 horas",2011,Gasolina,53.668 Km,,204 CV
BMW X3 XDRIVE20D,27.900 €,"Malaga (Málaga)
Hace 10 horas",2015,Diesel,74.000 Km,,190 CV
Alfa Romeo Mito 1.4 78CV Distinctive,5.450 €,"La Puebla De Alfinden (Zaragoza)
Hace 10 horas",2010,Gasolina,95.000 Km,,78 CV
Volkswagen Passat Alltrack 2.0 TDI 190CV BMT 4Motion DSG,27.500 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2015,Diesel,57.527 Km,,190 CV
BMW Serie 2 Gran Tourer 218d,27.900 €,"Malaga (Málaga)
Hace 10 horas",2018,Diesel,14.900 Km,,150 CV
Hyundai Tucson 1.7CRDi 85kW 115CV BD 25 Aniversa. 4x2,18.900 €,"Reus (Tarragona)
Hace 10 horas",2017,Diesel,36.624 Km,,115 CV
Opel Insignia Sports Tourer 2.0 CDTI 160CV Edition Aut,7.599 €,"El Palmar (Murcia)
Hace 10 horas",2009,Diesel,153.000 Km,,160 CV
Kia Picanto 1.1 SOHC EX,1.795 €,"Madrid
Hace 10 horas",2004,Gasolina,167.000 Km,,65 CV
Volvo XC 70 D5 AWD Momentum Auto,10.990 €,"Parla (Madrid)
Hace 10 horas",2010,Diesel,179.000 Km,,205 CV
Citroen Berlingo 1.6 HDi 75 Tonic,9.900 €,"Santa Margalida (Islas Baleares)
Hace 10 horas",2015,Diesel,87.183 Km,,75 CV
Citroen Jumper 30 L1H1 HDi 130,12.990 €,"Parla (Madrid)
Hace 10 horas",2016,Diesel,137.000 Km,,130 CV
Volkswagen T-Roc Advance 1.6 TDI 85kW 115CV,23.800 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,9.596 Km,,115 CV
Land Rover Range Rover Sport 3.0 SDV6 306cv HSE,59.900 €,"Barcelona
Hace 10 horas",2016,Diesel,63.000 Km,,306 CV
Hyundai i20 1.0 TGDI 74kW 100CV Tecno LE,15.000 €,"Arcos De La Frontera (Cadiz)
Hace 10 horas",2019,Gasolina,30 Km,,100 CV
Renault Kangoo Combi Profesional 2013 dCi 75 E5,5.995 €,"San Fernando De Henares (Madrid)
Hace 10 horas",2013,Diesel,64.000 Km,,75 CV
Honda Accord TOURER 2.0 iVTEC Elegance,9.800 €,"Alpedrete (Madrid)
Hace 10 horas",2009,Gasolina,143.400 Km,,156 CV
BMW Serie 3 316d,21.600 €,"Alicante
Hace 10 horas",2016,Diesel,31.416 Km,,116 CV
BMW Serie 4 420d Gran Coupe,38.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,12.498 Km,,190 CV
Opel Grandland X 1.6 CDTi Excellence Auto,24.600 €,"Madrid
Hace 10 horas",2018,Diesel,19.758 Km,,120 CV
Mercedes CLS CLS 350 d Shooting Brake,41.900 €,"Lardero (La Rioja)
Hace 10 horas",2015,Diesel,55.824 Km,,258 CV
Mercedes Clase S S 500,7.500 €,"Madrid
Hace 10 horas",2005,Gasolina,220.000 Km,,306 CV
Peugeot 407 ST Confort HDI 110,3.990 €,"Vizcaya
Hace 10 horas",2006,Diesel,153.000 Km,,110 CV
Opel Corsa 1.3 CDTi Expression 75 CV,7.995 €,"San Fernando De Henares (Madrid)
Hace 10 horas",2016,Diesel,59.000 Km,,75 CV
Fiat Punto Evo 13 Dynamic 90 CV Diesel Multijet 3p E4,5.500 €,"El Berron (Asturias)
Hace 10 horas",2011,Diesel,110.000 Km,,90 CV
Toyota Aygo 1.0 70 xwave,10.300 €,"Mislata (Valencia)
Hace 10 horas",2018,Gasolina,14.922 Km,,69 CV
Opel Astra 1.6 CDTi SS 110 CV Selective,7.400 €,"Astorga (Leon)
Hace 10 horas",2015,Diesel,154.000 Km,,110 CV
BMW X6 xDrive30d,47.800 €,"Alicante
Hace 10 horas",2016,Diesel,71.400 Km,,258 CV
Renault Clio Authentique Energy dCi 75 eco2 Euro 6,6.500 €,"Ingenio (Las Palmas)
Hace 10 horas",2015,Diesel,95.000 Km,,75 CV
Jaguar F-Pace 3.0L TDV6 AWD Automatico Prestige,49.000 €,"Alicante
Hace 10 horas",2017,Diesel,21.150 Km,,300 CV
Volkswagen Passat Variant Advance 2.0 TDI 150CV BMT,14.950 €,"Torrejon De Ardoz (Madrid)
Hace 10 horas",2015,Diesel,155.000 Km,,150 CV
Infiniti QX50 3.0D V6 GT PREMIUM AWD AUTO,22.490 €,"Humanes De Madrid (Madrid)
Hace 10 horas",2015,Diesel,56.000 Km,,238 CV
BMW Serie 5 520dA,42.900 €,"Tomares (Sevilla)
Hace 10 horas",2018,Diesel,24.500 Km,,190 CV
Opel Insignia 2.0 CDTI ecoFLEX SS 163 CV Selective,16.500 €,"Leganes (Madrid)
Hace 10 horas",2016,Diesel,36.000 Km,,163 CV
Peugeot 407 SW ST Sport 2.0 HDi 136,5.250 €,"Albal (Valencia)
Hace 10 horas",2006,Diesel,87.000 Km,,136 CV
Mercedes Citan 111 CDI Combi Largo,9.900 €,"Jaraiz De La Vera (Caceres)
Hace 10 horas",2014,Diesel,149.000 Km,,110 CV
BMW Serie 6 640i Gran Coupe,30.600 €,"Madrid
Hace 10 horas",2012,Gasolina,86.000 Km,,320 CV
Fiat 500X Lounge 1.6 MultiJet 88kW 120CV 4x2,14.900 €,"Arroyo De La Miel (Malaga)
Hace 10 horas",2017,Diesel,75.000 Km,,120 CV
Fiat Fiorino Combi Adventure 1.3 Mjt 75cv 5plazas E5,6.700 €,"Fornells De La Selva (Girona)
Hace 10 horas",2014,Diesel,113.000 Km,,75 CV
Citroen Nemo HDi 75cv Furgon,5.500 €,"Llano De Brujas (Murcia)
Hace 10 horas",2014,Diesel,115.800 Km,,75 CV
Toyota Aygo 1.0 70 xcite,6.890 €,"Las Palmas De Gran Canaria (Las Palmas)
Hace 10 horas",2017,Gasolina,35.000 Km,,69 CV
Citroen C4 C4 PureTech 110 Feel Edition,11.990 €,"Alzira (Valencia)
Hace 10 horas",2016,Gasolina,63.300 Km,,110 CV
Ford Focus 1.5 TDCi E6 120cv Trend,11.500 €,"Alicante
Hace 10 horas",2016,Diesel,63.500 Km,,120 CV
Mercedes Clase E E 350 BlueTec Avantgarde,24.999 €,"Coslada (Madrid)
Hace 10 horas",2014,Diesel,139.000 Km,,252 CV
Volkswagen Caravelle Caravelle Corto 2.0 TDI 84kW 114CV BMT,30.835 €,"Sabadell (Barcelona)
Hace 10 horas",2019,Diesel,1 Km,,114 CV
Audi A1 Sportback 1.6 TDI 90cv S tronic Ambition,15.500 €,"Noain (Navarra)
Hace 10 horas",2014,Diesel,58.000 Km,,90 CV
Ford C-Max 1.0 EcoBoost 125 Auto StartStop Trend,13.500 €,"Mislata (Valencia)
Hace 10 horas",2015,Gasolina,29.000 Km,,125 CV
Peugeot 108 Allure 1.2 PureTech 60KW 82CV,11.500 €,"Castellon De La Plana (Castellón)
Hace 10 horas",2017,Gasolina,11.400 Km,,82 CV
Ford Kuga 1.5 EcoBoost 110kW 4x2 STLine Lim.Ed.,26.650 €,"Mijas Costa (Malaga)
Hace 10 horas",2019,Gasolina,5.600 Km,,150 CV
BMW Serie 5 530xd,12.900 €,"El Prat De Llobregar (Barcelona)
Hace 10 horas",2007,Diesel,104.000 Km,,235 CV
Skoda Octavia 1.6 TDI CR 105cv Ambition,11.990 €,"Leganes (Madrid)
Hace 10 horas",2015,Diesel,79.000 Km,,105 CV
Audi S5 4.2 FSI quattro,18.490 €,"Fuenlabrada (Madrid)
Hace 10 horas",2008,Gasolina,159.990 Km,,354 CV
BMW X1 sDrive18d,22.900 €,"Malaga (Málaga)
Hace 10 horas",2016,Diesel,59.000 Km,,150 CV
BMW X3 2.0d,5.990 €,"Arroyomolinos (Madrid)
Hace 10 horas",2007,Diesel,291.000 Km,,150 CV
Mitsubishi Asx 160 MPI Motion,14.600 €,"Santa Cruz De Mudela (Ciudad Real)
Hace 10 horas",2016,Gasolina,22.807 Km,,117 CV
Ford C-Max 1.0 EcoBoost 125 Auto StartStop Trend,13.500 €,"Alicante
Hace 10 horas",2015,Gasolina,29.000 Km,,125 CV
Kia Pro Ceed 1.6 CRDi 90cv Concept,4.850 €,"Madrid
Hace 10 horas",2010,Diesel,202.016 Km,,90 CV
Volkswagen Touran Business 1.2 TSI 81kW 110CV,21.200 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Gasolina,17.541 Km,,110 CV
Audi A4 S line ed 2.0 TFSI 140kW 190CV S tron,37.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Gasolina,21.171 Km,,190 CV
Audi A4 2.0 TFSI 140kW 190CV S tronic Avant,33.500 €,"Córdoba
Hace 10 horas",2018,Gasolina,10.967 Km,,190 CV
Audi Allroad Quattro 3.0 TDI quattro tiptronic,10.900 €,"Palencia
Hace 10 horas",2008,Diesel,200.000 Km,,233 CV
Audi A1 Sportback 1.6 TDI 90cv Ambition,11.900 €,"Cerdanyola Del Valles (Barcelona)
Hace 10 horas",2013,Diesel,119.000 Km,,90 CV
Citroen C3 BlueHDi 73KW 100CV SS FEEL,9.995 €,"Santa Perpetua De Mogoda (Barcelona)
Hace 10 horas",2017,Diesel,58.895 Km,,99 CV
Volkswagen Caddy Outdoor 2.0 TDI 75kW 102CV BMT,18.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,23.615 Km,,102 CV
Audi A3 1.6 TDI Sportback,16.500 €,"Cerdanyola (Barcelona)
Hace 10 horas",2016,Diesel,36.000 Km,,110 CV
BMW Serie 4 420d Gran Coupe,43.900 €,"Mislata (Valencia)
Hace 10 horas",2018,Diesel,10.350 Km,,190 CV
Mercedes Clase GLE GLE 350 d 4MATIC,61.990 €,"Las Palmas De Gran Canaria (Las Palmas)
Hace 10 horas",2017,Diesel,30.000 Km,,258 CV
Ford Focus 1.0 Ecoboost 92kW Trend Sportbr,14.500 €,"Barcelona
Hace 10 horas",2018,Gasolina,15.000 Km,,125 CV
Kia Stonic 1.0 TGDi 88kW 120CV Drive EcoDynam,16.490 €,"Alicante
Hace 10 horas",2018,Gasolina,24.000 Km,,120 CV
BMW X3 XDRIVE20D,11.300 €,"Granada
Hace 10 horas",2009,Diesel,132.000 Km,,177 CV
Nissan Qashqai 1.6dCi SS TEKNA 4x2,15.500 €,"Benicarlo (Castellón)
Hace 10 horas",2014,Diesel,152.424 Km,,130 CV
Kia Sportage 2.7 V6 EX 4x4 Auto,4.990 €,"Graus (Valencia)
Hace 10 horas",2005,Gasolina,126.000 Km,,175 CV
Volkswagen Golf Advance 1.6 TDI 85kW 115CV,18.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,15.015 Km,,115 CV
Mercedes Clase C C 180 CDI Blue Effic. Avantgarde Estate,14.000 €,"Valls (Tarragona)
Hace 10 horas",2011,Diesel,156.000 Km,,120 CV
Mini Cooper COOPER D 5 PUERTAS,20.100 €,"Oiartzun (Guipúzcoa)
Hace 10 horas",2017,Diesel,29.800 Km,,116 CV
Volkswagen Golf 1.9 TDI Sportline,4.600 €,"Ourense
Hace 10 horas",2006,Diesel,238.000 Km,,105 CV
Dacia Lodgy Laureate dCi 110 EU6 7 pl,11.000 €,"Gandia (Valencia)
Hace 10 horas",2016,Diesel,60.000 Km,,107 CV
Mitsubishi Outlander 200 MPI Motion CVT 2WD 5 Plazas,20.900 €,"Alpedrete (Madrid)
Hace 10 horas",2018,Gasolina,16.200 Km,,150 CV
Ford Ecosport 1.5 TDCi 70kW 95CV Titanium,14.970 €,"Foios (Valencia)
Hace 10 horas",2016,Diesel,26.000 Km,,95 CV
Mini Cooper ONE D 5 PUERTAS,14.900 €,"San Isidro (Santa Cruz de Tenerife)
Hace 10 horas",2016,Diesel,37.000 Km,,95 CV
Mazda Mazda3 1.6 CRTD 115cv Style,7.890 €,"Humanes De Madrid (Madrid)
Hace 10 horas",2013,Diesel,138.000 Km,,115 CV
Mini Cooper COOPER D 5 PUERTAS,17.900 €,"Mislata (Valencia)
Hace 10 horas",2016,Diesel,80.512 Km,,116 CV
Seat Ibiza 1.2 TDI 75cv Reference,6.900 €,"Gelves (Sevilla)
Hace 10 horas",2014,Diesel,152.000 Km,,75 CV
Citroen C3 1.4i Attraction,4.890 €,"La Perdoma (Santa Cruz de Tenerife)
Hace 10 horas",2012,Gasolina,121.000 Km,,73 CV
Toyota Aygo 1.0 70 xwave,10.000 €,"Barcelona
Hace 10 horas",2018,Gasolina,15.269 Km,,69 CV
Renault Kadjar Zen GPF TCe 103kW 140CV 18,20.000 €,"Colmenar Viejo (Madrid)
Hace 10 horas",2018,Gasolina,6.125 Km,,140 CV
Kia Cerato 1.6 DOHC LX,2.999 €,"Barcelona
Hace 10 horas",2005,Gasolina,58.000 Km,,105 CV
Ford C-Max 1.6 TIVCT 125CV Trend,12.500 €,"Mislata (Valencia)
Hace 10 horas",2016,Gasolina,41.200 Km,,125 CV
Jaguar E-Pace 2.0D 110kW S 4WD Auto,38.900 €,"Mislata (Valencia)
Hace 10 horas",2018,Diesel,14.000 Km,,150 CV
Audi Q2 design edition 1.6 TDI 85kW 116CV,23.500 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2017,Diesel,22.989 Km,,116 CV
Hyundai i30 1.4 MPI BlueDrive Essence,11.500 €,"Leganes (Madrid)
Hace 10 horas",2016,Gasolina,42.640 Km,,100 CV
Mercedes Clase C C 220 BlueTEC Avantgarde,24.900 €,"Toledo
Hace 10 horas",2015,Diesel,99.000 Km,,170 CV
Audi A3 Black line ed 1.5 TFSI CoD EVO S tron SB,29.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Gasolina,14.878 Km,,150 CV
Ford Kuga 2.0 TDCi 110kW 4x4 ASS Titanium Powers.,19.000 €,"Mislata (Valencia)
Hace 10 horas",2016,Diesel,28.000 Km,,150 CV
Audi A4 Avant 2.0 TDI 150CV multitron S line ed,19.490 €,"Humanes De Madrid (Madrid)
Hace 10 horas",2015,Diesel,67.800 Km,,150 CV
BMW X6 xDrive35d,19.990 €,"(Alicante)
Hace 10 horas",2009,Diesel,213.000 Km,,286 CV
Ford Fiesta 1.5 TDCi 75cv Trend 5p,6.990 €,"Fuenlabrada (Madrid)
Hace 10 horas",2015,Diesel,147.000 Km,,75 CV
Jeep Wrangler 2.8 CRD Rubicon Confort Auto,18.900 €,"Benetusser (Valencia)
Hace 10 horas",2010,Diesel,100.000 Km,,177 CV
Volkswagen Golf 1.6 TDI 105cv DPF DSG Sport,12.000 €,"San Fernando De Henares (Madrid)
Hace 10 horas",2011,Diesel,136.000 Km,,105 CV
Audi A3 Sportback 1.6 TDI 105cv Attraction,8.990 €,"Graus (Valencia)
Hace 10 horas",2010,Diesel,116.000 Km,,105 CV
Audi A4 Avant 2.0 TDI clean d 190 quat S line ed,17.300 €,"Boadilla Del Monte (Madrid)
Hace 10 horas",2014,Diesel,178.000 Km,,190 CV
Renault Kadjar Zen Energy dCi 110,16.399 €,"Madrid
Hace 10 horas",2015,Diesel,38.087 Km,,110 CV
Land Rover Range Rover Velar 3.0D D300 SE 4WD Auto,73.900 €,"Barcelona
Hace 10 horas",2017,Diesel,13.000 Km,,300 CV
Ford Fiesta 1.6 Sport,4.500 €,"Sedavi (Valencia)
Hace 10 horas",2007,Gasolina,127.800 Km,,100 CV
Nissan X Trail 1.6 dCi 4x4i ACENTA,15.999 €,"Granada
Hace 10 horas",2016,Diesel,87.020 Km,,130 CV
Volkswagen Passat Alltrack 2.0 TDI 140cv 4motion BMT,11.990 €,"Dos Hermanas (Sevilla)
Hace 10 horas",2013,Diesel,149.437 Km,,140 CV
Nissan Micra 5p 1.2G ACENTA CVT,9.800 €,"Arroyo De La Miel (Malaga)
Hace 10 horas",2016,Gasolina,21.000 Km,,80 CV
Audi Q3 2.0 TDI 110kW 150CV S tronic,26.790 €,"Dos Hermanas (Sevilla)
Hace 10 horas",2017,Diesel,38.000 Km,,150 CV
Honda CR-V 1.6 iDTEC 88kW 120CV 4x2 Elegance Pl,13.990 €,"Dos Hermanas (Sevilla)
Hace 10 horas",2016,Diesel,140.156 Km,,120 CV
Mercedes Clase R R 280 CDI 4MATIC,9.490 €,"Alcobendas (Madrid)
Hace 10 horas",2007,Diesel,257.000 Km,,190 CV
Citroen C-Elysee VTi 85KW 115CV Shine,11.700 €,"Alboraya (Valencia)
Hace 10 horas",2018,Gasolina,23.517 Km,,115 CV
Ssangyong Rodius D22T 178cv Limited,17.995 €,"Leganes (Madrid)
Hace 10 horas",2017,Diesel,45.570 Km,,178 CV
Audi A7 S line 3.0 TDI quattro S tro Sportback,51.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,17.183 Km,,272 CV
Renault Laguna G.Tour Dynamique TomTom dCi 110 eco2 ESM,5.900 €,"Granada Capital (Granada)
Hace 10 horas",2013,Diesel,182.000 Km,,110 CV
Audi A3 design edition 1.6 TDI 85kW Sportback,22.900 €,"Rivas Vaciamadrid (Madrid)
Hace 10 horas",2018,Diesel,15.725 Km,,116 CV
