title,price,provence,year,fuel,kilometers,change,power 
Mercedes Clase A A 160 CDI Exclusive Edition,7.680 €,"Madrid
Hace 5 horas",2010,Diesel,93.718 Km,,82 CV
Mercedes Clase A A 180 CDI,7.500 €,"Madrid
Hace 5 horas",2011,Diesel,120.325 Km,,109 CV
Audi S3 2.0 TFSI quattro S tronic Sportback,48.390 €,"Madrid
Hace 5 horas",2017,Gasolina,16.302 Km,,310 CV
Audi A6 2.0 TDI,9.700 €,"Madrid
Hace 5 horas",2008,Diesel,120.286 Km,,140 CV
Citroen DS3 Vti 120 Style,7.990 €,"Madrid
Hace 5 horas",2012,Gasolina,89.307 Km,,120 CV
Seat Leon SC 1.6 TDI 110cv StSp ITech Ecomotive,13.190 €,"Madrid
Hace 5 horas",2015,Diesel,87.759 Km,,110 CV
Audi Q5 2.0 Tdi Advance 150cv,20.900 €,"Barcelona
Hace 5 horas",2015,Diesel,62.529 Km,,150 CV
Skoda Octavia 1.2 TSI 105cv Ambition,11.900 €,"Madrid
Hace 5 horas",2015,Gasolina,16.000 Km,,105 CV
Seat Altea XL 1.6 TDI 105cv ITech DSG,9.500 €,"Madrid
Hace 5 horas",2014,Diesel,119.613 Km,,105 CV
Opel Insignia 2.0 CDTI ecoFLEX 130 CV Edition,7.835 €,"Madrid
Hace 5 horas",2010,Diesel,93.000 Km,,130 CV
BMW X1 xDrive20d,12.600 €,"Madrid
Hace 5 horas",2010,Diesel,105.651 Km,,177 CV
Renault Scenic Privilege 1.5dCi105 EU4,4.900 €,"Madrid
Hace 5 horas",2007,Diesel,83.000 Km,,105 CV
Fiat Doblo Cargo Maxi SX 1.6 Mjet 77kW 105CV 750 kg,13.640 €,"Madrid
Hace 5 horas",2018,Diesel,34.793 Km,,105 CV
Citroen C4 1.6 HDi 115cv Tonic,8.695 €,"Madrid
Hace 5 horas",2013,Diesel,75.200 Km,,114 CV
Chevrolet Aveo 1.2 16v LS,5.490 €,"Madrid
Hace 5 horas",2010,Gasolina,82.847 Km,,84 CV
Mercedes Clase CLA CLA 200 CDI AMG Line,26.070 €,"Madrid
Hace 5 horas",2015,Diesel,79.998 Km,,136 CV
Volkswagen Polo 2.0 TSI GTI DSG,24.900 €,"Cabrera De Mar (Barcelona)
Hace 5 horas",2019,Gasolina,10.000 Km,,200 CV
Opel Agila 1.2 16V ecoE Enjoy,6.590 €,"Madrid
Hace 5 horas",2011,Gasolina,78.499 Km,,94 CV
Skoda Citigo 1.0 MPI 60cv Active,7.000 €,"Madrid
Hace 5 horas",2015,Gasolina,22.700 Km,,60 CV
Skoda Octavia 1.4 TSI 140cv Elegance,17.800 €,"Madrid
Hace 5 horas",2015,Gasolina,49.703 Km,,140 CV
Mazda Mazda6 2.2 DE 150cv Style,12.650 €,"Madrid
Hace 5 horas",2013,Diesel,84.400 Km,,150 CV
Seat Leon ST 2.0 TDI 150cv StSp FR Plus,17.900 €,"Madrid
Hace 5 horas",2015,Diesel,39.588 Km,,150 CV
Seat Leon ST 1.4 TGI GNC STYLE 110CV,13.900 €,"Barcelona
Hace 5 horas",2017,Gas,34.049 Km,,110 CV
Audi A4 Allroad Quattro UNLIMITED 2.0 TDI 163CV S-TRONIC,34.900 €,"Barcelona
Hace 5 horas",2018,Diesel,16.518 Km,,163 CV
Volkswagen Polo 1.0 Edition 55kW,11.880 €,"Cabrera De Mar (Barcelona)
Hace 5 horas",2018,Gasolina,14.614 Km,,75 CV
Toyota Avensis 120D ADVANCE,14.520 €,"Madrid
Hace 5 horas",2015,Diesel,51.379 Km,,124 CV
Ford Tourneo Courier 1.5 Tdci 95cv Titanium,11.900 €,"Barcelona
Hace 5 horas",2016,Diesel,51.122 Km,,95 CV
Toyota Aygo 1.0 VVTi Connect,7.690 €,"Madrid
Hace 5 horas",2011,Gasolina,28.434 Km,,68 CV
Skoda Yeti 1.2 TSI Imaginarium,8.790 €,"Madrid
Hace 5 horas",2010,Gasolina,75.789 Km,,105 CV
Skoda Fabia 1.2 60cv Spirit,6.490 €,"Madrid
Hace 5 horas",2012,Gasolina,59.261 Km,,60 CV
Fiat Tipo 1.6 Lounge 88kW 120CV diesel Mjet 5p.,16.490 €,"Madrid
Hace 5 horas",2017,Diesel,2 Km,,120 CV
Renault Grand Scenic SELECTION Energy TCe 85kW 115CV 7p E6,14.630 €,"Madrid
Hace 5 horas",2016,Gasolina,71.529 Km,,115 CV
Seat Altea Freetrack 2.0 TDI 170cv 4WD,6.950 €,"Cordoba (Córdoba)
Hace 5 horas",2008,Diesel,174.078 Km,,170 CV
Volkswagen Up 1.0 75cv High up,7.370 €,"Madrid
Hace 5 horas",2013,Gasolina,70.016 Km,,75 CV
Renault Megane Coupecabrio Dynamique 1.6 16v,5.990 €,"Madrid
Hace 5 horas",2009,Gasolina,92.079 Km,,110 CV
Opel Insignia 2.0 CDTI Start Stop Excellence,13.900 €,"Madrid
Hace 5 horas",2015,Diesel,70.713 Km,,170 CV
Peugeot Partner Furgon Confort L1 HDi 75cv,7.900 €,"Madrid
Hace 5 horas",2015,Diesel,66.844 Km,,75 CV
Volkswagen Tiguan Allspace 2.0TDI Advance 110kW,29.100 €,"Cabrera De Mar (Barcelona)
Hace 5 horas",2018,Diesel,6.530 Km,,150 CV
Kia Sportage 1.6 GDI Drive 4x2,13.900 €,"Madrid
Hace 5 horas",2012,Gasolina,108.591 Km,,135 CV
Chevrolet Aveo 1.4 16v LS,4.400 €,"Madrid
Hace 5 horas",2011,Gasolina,92.950 Km,,101 CV
Mini Cooper COOPER D 5 PUERTAS,17.590 €,"Madrid
Hace 5 horas",2017,Diesel,29.550 Km,,116 CV
Seat Ibiza SC 1.6 TDI 105cv Sport DPF,5.990 €,"Madrid
Hace 5 horas",2009,Diesel,112.824 Km,,105 CV
Volkswagen T-Roc 2.0TDI Advance Style,25.750 €,"Cabrera De Mar (Barcelona)
Hace 5 horas",2019,Diesel,3.000 Km,,150 CV
Mercedes Clase A A 45 AMG 4Matic,28.499 €,"Cordoba (Córdoba)
Hace 5 horas",2013,Gasolina,76.349 Km,,360 CV
Seat Exeo 2.0 TDI CR 120 CV DPF Reference,8.190 €,"Cordoba (Córdoba)
Hace 5 horas",2009,Diesel,103.046 Km,,120 CV
Opel Insignia GS 2.0 NFT Turbo 4x4 Exclusive Auto,31.890 €,"Madrid
Hace 5 horas",2018,Gasolina,12.108 Km,,260 CV
Volkswagen Golf 1.4 TSI 122cv DSG Sport,10.500 €,"Madrid
Hace 5 horas",2010,Gasolina,108.901 Km,,122 CV
Chevrolet Cruze 2.0 VCDi 16V LT,6.735 €,"Madrid
Hace 5 horas",2010,Diesel,95.054 Km,,150 CV
Hyundai Kona 1.0 TGDi Klass 4x2,16.720 €,"Madrid
Hace 5 horas",2018,Gasolina,7.421 Km,,120 CV
Kia Sportage 1.6 GDi 97kW 132CV xTech17 4x2,18.690 €,"Madrid
Hace 6 horas",2017,Gasolina,29.567 Km,,132 CV
Renault Megane Sp. T. Dynamique Energy Tce 115 SS eco2,8.475 €,"Madrid
Hace 6 horas",2012,Gasolina,108.808 Km,,115 CV
Dacia Logan Ambiance dCi 75,6.995 €,"Madrid
Hace 6 horas",2014,Diesel,88.900 Km,,75 CV
Audi A6 3.0 TFSI 333cv quattro S tronic S line,42.790 €,"Madrid
Hace 6 horas",2015,Gasolina,6.163 Km,,333 CV
Volkswagen Golf 1.4 TSI Advance 125,17.445 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Gasolina,10.786 Km,,125 CV
Volkswagen T-Cross 1.0 TSI First Edition 85kW,21.510 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2019,Gasolina,495 Km,,115 CV
Mini Cooper One Cabrio Auto,14.290 €,"Madrid
Hace 6 horas",2013,Gasolina,40.795 Km,,98 CV
Mini Cooper Cooper SD,15.390 €,"Madrid
Hace 6 horas",2014,Diesel,79.621 Km,,143 CV
Seat Altea 1.6 TDI 105cv ITech DSG,8.990 €,"Madrid
Hace 6 horas",2014,Diesel,113.450 Km,,105 CV
BMW Serie 5 530dA xDrive,19.990 €,"Cordoba (Córdoba)
Hace 6 horas",2011,Diesel,166.078 Km,,258 CV
Toyota Verso 2.0 D4D Active 5pl.,8.700 €,"Madrid
Hace 6 horas",2010,Diesel,120.005 Km,,126 CV
Volkswagen Golf Golf Range Trendline 1.6 TDI,14.400 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2017,Diesel,34.803 Km,,110 CV
Volkswagen T-Roc 2.0 TSI Sport 4Motion DSG7,32.990 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2019,Gasolina,8.000 Km,,190 CV
BMW X1 xDrive18d Auto,15.620 €,"Madrid
Hace 6 horas",2012,Diesel,84.381 Km,,143 CV
Kia Carnival 2.9 CRDi EX,4.900 €,"Madrid
Hace 6 horas",2006,Diesel,102.661 Km,,144 CV
Hyundai ix35 1.6 GDi Tecno 4x2,15.400 €,"Madrid
Hace 6 horas",2015,Gasolina,48.066 Km,,135 CV
Volkswagen Polo 1.0 TSI 95cv Sport,12.500 €,"Barcelona
Hace 6 horas",2018,Gasolina,8.943 Km,,95 CV
Opel Corsa 1.3 CDTi Color Edition,5.995 €,"Madrid
Hace 6 horas",2013,Diesel,108.954 Km,,95 CV
Honda CR-V 2.2 iDTEC Lifestyle,13.420 €,"Madrid
Hace 6 horas",2011,Diesel,82.035 Km,,150 CV
Seat Leon 1.4 TSI ACT FR 150CV,15.900 €,"Barcelona
Hace 6 horas",2018,Gasolina,10.531 Km,,150 CV
Honda Accord 2.2 iDTEC Luxury AT,14.850 €,"Madrid
Hace 6 horas",2012,Diesel,85.964 Km,,150 CV
Audi A1 Sportback 1.4 TDI 90CV Adrenalin2,15.070 €,"Madrid
Hace 6 horas",2016,Diesel,37.000 Km,,90 CV
Volkswagen Tiguan Sport 2.0 TSI 180CV BMT 4Motion DSG,34.500 €,"Madrid
Hace 6 horas",2016,Gasolina,41.212 Km,,180 CV
Kia Sportage 1.6 GDI Concept 4x2,14.630 €,"Madrid
Hace 6 horas",2012,Gasolina,28.660 Km,,135 CV
Hyundai ix35 2.0 GL Classic 4x2,9.505 €,"Madrid
Hace 6 horas",2010,Gasolina,113.608 Km,,163 CV
Volkswagen Tiguan 1.4 TSI Edition 92kW,22.900 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Gasolina,15.881 Km,,125 CV
Ssangyong Rodius 270Xdi,9.900 €,"Madrid
Hace 6 horas",2010,Diesel,97.099 Km,,165 CV
Peugeot 3008 Premium 1.6 HDI 110 FAP,9.500 €,"Madrid
Hace 6 horas",2010,Diesel,74.118 Km,,110 CV
Audi A1 Sportback 1.2 TFSI 86cv Attraction,12.090 €,"Madrid
Hace 6 horas",2013,Gasolina,68.092 Km,,86 CV
Ford Kuga 2.0 TDCi 120 4x2 ASS Titanium,17.000 €,"Madrid
Hace 6 horas",2015,Diesel,96.488 Km,,120 CV
Audi A6 Allroad Quattro 3.0TDI QUATTRO TIPTRONIC,13.900 €,"Barcelona
Hace 6 horas",2007,Diesel,139.900 Km,,232 CV
Toyota Aygo 1.0 VVTi Connect,6.595 €,"Madrid
Hace 6 horas",2011,Gasolina,60.765 Km,,68 CV
Volkswagen Golf Sportsvan 1.5 TSI EVO Sport DSG7,26.990 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2019,Gasolina,3.000 Km,,150 CV
Seat Ibiza Fr 1.0 TSI 115cv,11.900 €,"Barcelona
Hace 6 horas",2018,Gasolina,3.991 Km,,115 CV
Chevrolet Spark 1.0 16v LS,5.450 €,"Madrid
Hace 6 horas",2010,Gasolina,56.034 Km,,68 CV
Nissan Note 5p. 1.4G 88CV Acenta,6.270 €,"Madrid
Hace 6 horas",2010,Gasolina,75.155 Km,,88 CV
Jeep Wrangler 2.8 CRD Golden Eagle Auto,43.670 €,"Madrid
Hace 6 horas",2018,Diesel,2 Km,,200 CV
Opel Meriva 1.7 CDTI Excellence Auto,15.200 €,"Madrid
Hace 6 horas",2014,Diesel,71.760 Km,,110 CV
Audi Q3 1.4 TFSI 150CV S tronic CoD,26.390 €,"Madrid
Hace 6 horas",2016,Gasolina,29.208 Km,,150 CV
Opel Insignia Sports Tourer 2.0 CDTI ecoFLEX 160 Cosmo,8.200 €,"Madrid
Hace 6 horas",2011,Diesel,132.251 Km,,160 CV
Chevrolet Cruze 2.0 VCDi LT Clima,7.700 €,"Madrid
Hace 6 horas",2013,Diesel,99.801 Km,,163 CV
Volkswagen Tiguan 2.0TDI Sport,29.300 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Diesel,7.325 Km,,150 CV
Volkswagen T-Roc 1.6TDI Advance Style,21.500 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Diesel,10.022 Km,,115 CV
Dacia Sandero Stepway dCi 90,9.100 €,"Madrid
Hace 6 horas",2015,Diesel,49.000 Km,,90 CV
Volkswagen Touareg 3.0TDI V6 R-Line Tiptronic 4Motion,73.750 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Diesel,50 Km,,286 CV
Citroen C3 1.4 HDi Collection,3.990 €,"Cordoba (Córdoba)
Hace 6 horas",2007,Diesel,108.300 Km,,70 CV
Dacia Dokker Ambiance dci 55kW 75CV N1 2017,10.240 €,"Madrid
Hace 6 horas",2017,Diesel,45.009 Km,,75 CV
Seat Leon 2.0 TDI 150cv StSp FR,17.050 €,"Madrid
Hace 6 horas",2016,Diesel,74.835 Km,,150 CV
Renault Scenic Zen Energy TCe 97kW 130CV,19.250 €,"Madrid
Hace 6 horas",2017,Gasolina,26.246 Km,,130 CV
Jaguar S-Type V6,5.900 €,"Santa Olalla (Toledo)
Hace 6 horas",2000,Gasolina,84.400 Km,,240 CV
Jaguar XF 2.0D 132kW 180CV RSport Auto 4WD,33.990 €,"Madrid
Hace 6 horas",2016,Diesel,24.475 Km,,180 CV
Renault Laguna Coupe Em. Plus 2.0 Energy dCi 150 eco2,11.495 €,"Madrid
Hace 6 horas",2012,Diesel,109.754 Km,,150 CV
Volkswagen Polo 2.0 TSI GTI DSG,24.190 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2019,Gasolina,10.000 Km,,200 CV
BMW Serie 3 M3,39.990 €,"Cordoba (Córdoba)
Hace 6 horas",2013,Gasolina,135.000 Km,,420 CV
Nissan Juke 1.2 DIGT ACENTA,11.500 €,"Madrid
Hace 6 horas",2016,Gasolina,31.467 Km,,115 CV
Chevrolet Aveo 1.4 16v LS,4.550 €,"Cordoba (Córdoba)
Hace 6 horas",2011,Gasolina,47.400 Km,,101 CV
"Skoda Octavia COMBI 2,0 TDI 150CV AMBITION",14.900 €,"Barcelona
Hace 6 horas",2016,Diesel,69.350 Km,,150 CV
Mercedes Clase CLA CLA 200 d Shooting Brake,28.050 €,"Madrid
Hace 6 horas",2017,Diesel,45.029 Km,,136 CV
Fiat 500L 1.6 16v Mjet 88kW 120CV SS Trekking,16.490 €,"Madrid
Hace 6 horas",2016,Diesel,2 Km,,120 CV
Ford C-Max 1.6Ti VCT 125cv Trend,9.450 €,"Madrid
Hace 6 horas",2011,Gasolina,41.234 Km,,125 CV
Opel Mokka 1.6 CDTi 4X2 SS Color Edition,14.850 €,"Madrid
Hace 6 horas",2015,Diesel,61.443 Km,,136 CV
Volkswagen Golf Golf R 2.0 TSI 221kW 300CV 4Motion DSG 5p.,41.900 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2019,Gasolina,5.000 Km,,300 CV
Opel Insignia 2.0 CDTI 130 CV Sport,9.795 €,"Madrid
Hace 6 horas",2010,Diesel,77.339 Km,,130 CV
Fiat 500X Pop Star 1.4 MAir 103kW 140CV 4x2,16.170 €,"Madrid
Hace 6 horas",2016,Gasolina,27.500 Km,,140 CV
Ford Mondeo 2.0 EcoBoost 240cv PowerShift Titanium,23.090 €,"Madrid
Hace 6 horas",2015,Gasolina,33.107 Km,,240 CV
Fiat 500X Pop Star 1.4 MultiAir 140cv 4x2,16.170 €,"Madrid
Hace 6 horas",2016,Gasolina,38.805 Km,,140 CV
BMW Serie 4 420d,27.200 €,"Madrid
Hace 6 horas",2016,Diesel,25.199 Km,,190 CV
Seat Leon 1.4 ST TSI Act 150cv Fr,15.900 €,"Barcelona
Hace 6 horas",2018,Gasolina,15.183 Km,,150 CV
Opel Adam 1.4 XEL Glam,9.570 €,"Madrid
Hace 6 horas",2017,Gasolina,40.734 Km,,87 CV
Ford Ka 1.2 TiVCT Ultimate,9.900 €,"Madrid
Hace 6 horas",2017,Gasolina,55.160 Km,,85 CV
Mercedes Clase A A 170 AVANTGARDE,7.995 €,"Madrid
Hace 6 horas",2009,Gasolina,109.000 Km,,116 CV
Volkswagen Arteon Elegance 2.0Tdi 150cv DSG 7,29.900 €,"Barcelona
Hace 6 horas",2018,Diesel,10.230 Km,,150 CV
BMW Serie 3 318D 150cv,17.900 €,"Barcelona
Hace 6 horas",2016,Diesel,62.161 Km,,150 CV
Honda HR V 1.5 iVTEC Executive,20.570 €,"Madrid
Hace 6 horas",2016,Gasolina,43.085 Km,,130 CV
Volkswagen Sharan 2.0TDI Advance DSG 150,30.500 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Diesel,16.163 Km,,150 CV
Seat Leon 1.4 TSI ACT 150cv DSG7 StSp FR,17.590 €,"Madrid
Hace 6 horas",2016,Gasolina,11.803 Km,,150 CV
Skoda Yeti 1.2 TSI Active,9.920 €,"Madrid
Hace 6 horas",2012,Gasolina,90.207 Km,,105 CV
Kia Sorento 2.2 CRDi 200CV Drive 4x2,21.970 €,"Madrid
Hace 6 horas",2015,Diesel,69.304 Km,,200 CV
Peugeot 308 5p GT Line 1.2 PureTech 130 SS,15.595 €,"Madrid
Hace 6 horas",2016,Gasolina,35.240 Km,,130 CV
BMW Serie 5 520I,29.690 €,"Madrid
Hace 6 horas",2016,Gasolina,30.366 Km,,184 CV
Mercedes Clase C C 220 d AMG Line,29.900 €,"Madrid
Hace 6 horas",2016,Diesel,79.149 Km,,170 CV
Volkswagen Tiguan 1.4 TSI Edition 125 CV,22.500 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Gasolina,18.424 Km,,125 CV
"Audi A4 AVANT 2,0 TDI 136 CV S-LINE",16.900 €,"Barcelona
Hace 6 horas",2014,Diesel,64.490 Km,,136 CV
Volkswagen Golf 1.2 TSI 105cv Edition,10.900 €,"Barcelona
Hace 6 horas",2015,Gasolina,33.181 Km,,105 CV
Audi Q2 1.4 TFSI COD Design edition S tronic,26.720 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Diesel,13.952 Km,,150 CV
Renault Megane GT Line Energy TCe 97kW 130CV,18.500 €,"Madrid
Hace 6 horas",2018,Gasolina,38.400 Km,,130 CV
Volkswagen Passat VARIANT 2.0TDI 110CV BLUEMOTION,9.900 €,"Barcelona
Hace 6 horas",2010,Diesel,74.000 Km,,110 CV
Mercedes Clase C C 220 d Avantgarde Estate,27.900 €,"Madrid
Hace 6 horas",2016,Diesel,59.750 Km,,170 CV
Volkswagen Polo 1.0 TSI Advance,12.750 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Gasolina,27.223 Km,,95 CV
Volkswagen Tiguan Tiguan 2.0TDI Sport DSG,31.500 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Diesel,12.261 Km,,150 CV
Peugeot 308 SW Allure 1.6 BlueHDI 120,15.620 €,"Madrid
Hace 6 horas",2016,Diesel,33.823 Km,,120 CV
Kia Stonic 1.2 CVVT 62kW 84CV Concept EcoDynam,15.620 €,"Madrid
Hace 6 horas",2018,Gasolina,29.224 Km,,84 CV
Subaru Forester XT 2.0CVT 240CV EXECUTIVE PLUS,23.900 €,"Barcelona
Hace 6 horas",2014,Gasolina,77.556 Km,,240 CV
Hyundai i20 1.2 MPI Elegant,10.900 €,"Madrid
Hace 6 horas",2017,Gasolina,24.456 Km,,84 CV
Volkswagen Tiguan 2.0TDI Sport,27.990 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2018,Diesel,6.997 Km,,150 CV
Audi A3 Sportback 2.0 TDI 150cv clean Attracted,19.790 €,"Madrid
Hace 6 horas",2016,Diesel,49.649 Km,,150 CV
Kia Ceed 1.6 CRDi VGT 100kW 136CV Tech,16.000 €,"Madrid
Hace 6 horas",2017,Diesel,33.184 Km,,136 CV
Seat Leon ST 1.6 TDI 110cv StSp Style Ecomotive,7.790 €,"Cordoba (Córdoba)
Hace 6 horas",2014,Diesel,207.587 Km,,110 CV
Mercedes Clase A A 150 Red Black,6.400 €,"Madrid
Hace 6 horas",2008,Gasolina,98.778 Km,,95 CV
BMW Serie 4 420d,24.750 €,"Madrid
Hace 6 horas",2015,Diesel,42.979 Km,,190 CV
Mercedes Clase B B 200 CDI,21.000 €,"Madrid
Hace 6 horas",2015,Diesel,80.601 Km,,136 CV
Ford Ka 1.2 Trend,4.700 €,"Madrid
Hace 6 horas",2010,Gasolina,69.547 Km,,69 CV
Peugeot 308 5p Allure 1.2 PureTech 96KW 130CV SS,18.000 €,"Madrid
Hace 6 horas",2017,Gasolina,17.783 Km,,130 CV
Nissan X Trail 1.6 dCi TEKNA,24.640 €,"Madrid
Hace 6 horas",2017,Diesel,26.180 Km,,130 CV
Nissan Juke 1.6 XTRONIC TEKNA 4X2,14.500 €,"Madrid
Hace 6 horas",2015,Gasolina,73.575 Km,,117 CV
Mazda Mazda6 2.2 DE 110kW 150CV Style Nav,22.770 €,"Madrid
Hace 6 horas",2017,Diesel,48.919 Km,,150 CV
Kia Sportage 1.6 GDi 132CV Concept 4x2,16.000 €,"Madrid
Hace 6 horas",2016,Gasolina,36.668 Km,,132 CV
Ford Grand C-Max 1.6 TDCi 115 Trend,7.990 €,"Madrid
Hace 6 horas",2013,Diesel,146.011 Km,,115 CV
Toyota Avensis 1.8 VVTI SOL,7.995 €,"Madrid
Hace 6 horas",2008,Gasolina,61.582 Km,,129 CV
Seat Leon 1.4 TSI 110kW 150CV ACT StSp FR Plus,20.700 €,"Madrid
Hace 6 horas",2017,Gasolina,11.710 Km,,150 CV
Mini Cooper COOPER D 5 PUERTAS,16.170 €,"Madrid
Hace 6 horas",2016,Diesel,56.522 Km,,116 CV
Honda Civic 1.6 iDTEC Sport,13.090 €,"Madrid
Hace 6 horas",2014,Diesel,47.782 Km,,120 CV
Audi Q3 2.0Tdi Quattro S-Line 84cv,35.900 €,"Barcelona
Hace 6 horas",2018,Diesel,26.328 Km,,184 CV
Kia Stonic 1.0 TGDi 88kW 120CV Tech EcoDynamics,16.800 €,"Madrid
Hace 6 horas",2017,Gasolina,18.014 Km,,120 CV
Volkswagen Tiguan T1 2.0 TDI 110CV BMT 4x2,19.250 €,"Madrid
Hace 6 horas",2015,Diesel,77.599 Km,,110 CV
Mercedes Clase C C 220 d 4MATIC,34.650 €,"Madrid
Hace 6 horas",2017,Diesel,60.143 Km,,170 CV
Ford C-Max 1.6 TDCi 95 Trend,8.165 €,"Madrid
Hace 6 horas",2013,Diesel,115.600 Km,,95 CV
Seat Leon 1.2 TSI 110cv StSp Style,11.500 €,"Madrid
Hace 6 horas",2015,Gasolina,58.400 Km,,110 CV
BMW Serie 3 318d Touring,26.070 €,"Madrid
Hace 6 horas",2017,Diesel,43.100 Km,,150 CV
Mini Cooper Cooper D Cabrio,18.370 €,"Madrid
Hace 6 horas",2015,Diesel,62.000 Km,,112 CV
Toyota Yaris 1.0 VVTI Live,6.050 €,"Madrid
Hace 6 horas",2010,Gasolina,57.486 Km,,69 CV
Mazda Mazda6 2.2 DE 150cv Luxury,13.200 €,"Madrid
Hace 6 horas",2014,Diesel,124.816 Km,,150 CV
Seat Arona FR 1.6 TDI 115CV,16.900 €,"Barcelona
Hace 6 horas",2018,Diesel,14.236 Km,,115 CV
Volkswagen Passat Variant Advance 2.0 TDI 150CV BMT,22.550 €,"Madrid
Hace 6 horas",2016,Diesel,75.335 Km,,150 CV
Volkswagen Sharan Advance 2.0 TDI 110kW 150CV DSG 5p.,31.380 €,"Cabrera De Mar (Barcelona)
Hace 6 horas",2017,Diesel,20.130 Km,,150 CV
Volkswagen Golf Edition 1.0 TSI 81kW 110CV,16.490 €,"Madrid
Hace 6 horas",2018,Gasolina,44.458 Km,,110 CV
Fiat 500 1.2 8v 51kW 69CV Pop,8.900 €,"Madrid
Hace 6 horas",2016,Gasolina,14.040 Km,,69 CV
Fiat 500 1.2 8v 69 CV Lounge,5.755 €,"Madrid
Hace 6 horas",2010,Gasolina,96.821 Km,,69 CV
Ford Fiesta 1.3 AMBIENTE,5.200 €,"Madrid
Hace 6 horas",2008,Gasolina,45.726 Km,,70 CV
Hyundai i20 1.2 MPI SLE,7.140 €,"Madrid
Hace 6 horas",2013,Gasolina,74.000 Km,,85 CV
Nissan Qashqai 1.6dCi SS TEKNA 4x2,16.495 €,"Madrid
Hace 6 horas",2014,Diesel,85.500 Km,,130 CV
BMW X1 sDrive18d,15.700 €,"Madrid
Hace 6 horas",2010,Diesel,84.090 Km,,143 CV
BMW Serie 3 320-D,23.000 €,"Lliça D´amunt (Barcelona)
Hace 6 horas",2015,Diesel,45.000 Km,,190 CV
Dacia Duster 1.5dCi Laureate 4x4 110,10.300 €,"Coria Del Rio (Sevilla)
Hace 8 horas",2014,Diesel,122.214 Km,,110 CV
Seat Arona 1.6TDI CR S&amp;S Style 115,16.490 €,"Olias Del Rey (Toledo)
Hace 8 horas",2018,Diesel,17.906 Km,,115 CV
Volkswagen Polo 1.0 TSI Advance 70kW,14.778 €,"Merida (Badajoz)
Hace 8 horas",2018,Gasolina,13.000 Km,,95 CV
Infiniti FX 3.0D V6 S AWD AUTO,13.990 €,"Arganda Del Rey (Madrid)
Hace 8 horas",2008,Diesel,232.260 Km,,320 CV
Jaguar XJ 8 3.2 Executive,9.900 €,"Valencia
Hace 8 horas",2001,Gasolina,90.000 Km,,240 CV
Mazda Mazda5 IKURA,15.900 €,"Sada (La Coruña)
Hace 8 horas",2013,Diesel,46.266 Km,,115 CV
Citroen C5 2.0HDI Exclusive FAP,3.489 €,"Zaragoza
Hace 8 horas",2006,Diesel,231.700 Km,,138 CV
Peugeot 208 5P STYLE 1.6 BLUEHDI 73KW (100CV),11.900 €,"Valencia
Hace 8 horas",2018,Diesel,42.967 Km,,100 CV
Volkswagen Golf 1.6TDI R-Line 85kW,22.923 €,"Merida (Badajoz)
Hace 8 horas",2019,Diesel,1.000 Km,,115 CV
Volkswagen Passat Variant 2.0TDI R-Line Exclusive DSG6 110kW,27.000 €,"Merida (Badajoz)
Hace 8 horas",2017,Diesel,12.000 Km,,150 CV
Volvo V 40 2.0 D3 MOMENTUM AUTO 150 5P,18.700 €,"Getafe (Madrid)
Hace 8 horas",2018,Diesel,24.429 Km,,150 CV
Audi A3 Sportback 2.0TDI S Line Edition 110kW,24.900 €,"Olias Del Rey (Toledo)
Hace 8 horas",2018,Diesel,25.100 Km,,150 CV
Volkswagen Golf 1.6TDI Advance 85kW,20.663 €,"Merida (Badajoz)
Hace 8 horas",2018,Diesel,18.000 Km,,115 CV
Mercedes Clase GL GL 320CDI Aut.,22.900 €,"Valencia
Hace 8 horas",2008,Diesel,129.000 Km,,224 CV
Seat Ibiza 1.0 TGI S&amp;S FR 90,16.480 €,"Olias Del Rey (Toledo)
Hace 8 horas",2018,Gas,15.565 Km,,90 CV
Volkswagen Touran 1.6TDI CR BMT Advance 85kW,23.300 €,"Merida (Badajoz)
Hace 8 horas",2018,Diesel,10.000 Km,,115 CV
Volkswagen Golf 1.6TDI CR BMT Business DSG 110,15.400 €,"Logroño (La Rioja)
Hace 8 horas",2016,Diesel,44.000 Km,,110 CV
